Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,₹363K-₹664K (Glassdoor est.),"Logistics done differently.
At XPO Logistics, we’re constantly looking for ways to improve, enhance and adapt in an ever-changing marketplace. The selected candidate will possess a combination of data science skills including data wrangling, advanced programming and statistical analysis (machine learning and data mining). Further, this individual will be able to take complex data, analyze it, draw meaningful conclusions and communicate findings in a manner that can be easily understood by a wide variety of audiences

What you’ll do on a typical day:
Strong understanding of Warehouse concepts, Labor planning, Demand forecasting and Industrial Engineering
Demonstrated ability to provide guidance and development to a group of analyst and engineers
Strong analytical skills with the ability to collect, organize, analyze and disseminate information with attention to detail and accuracy
Demonstrated experience with database design, data models and integration/extraction technologies and techniques
Experience with visualization tools (Power BI, Tableau, and Oracle’s Business Intelligence preferred)
Expertise in programming for data wrangling and statistics (R, Python)
Strong knowledge of statistics and experience using statistical modeling (logistic regression, SVMs, etc.) to solve business specific problems
Experience with text analytics (e.g. semantic analysis) is a plus

It’d be great if you also have: Primary Skills (Must Have):
Programming: Python, R, CPLEX, SQL, VBA
Visualization: Power BI, Tableau, Oracles Business
Statistical modeling techniques: Linear/logistic regression (including advanced predictor selection techniques), classification (decision trees, random forests), Support Vector Machines (SVMs), neural networks, etc.
Algorithm Development: Machine learning, Deep learning, and advanced Algorithmic solution development

Be part of something big.

XPO is a leading provider of cutting-edge supply chain solutions to the most successful companies in the world. We help our customers manage their goods most efficiently using our technology and services. Our greatest strength is our global team – energetic, innovative people of all experience levels and talents who make XPO a great place to work.

The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed.",3.7,"XPO Logistics
3.7",Mumbai,-1,10000+ Employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),-1
DATA SCIENTIST,₹363K-₹664K (Glassdoor est.),"Position Title
DATA SCIENTIST

03-Dec-2020

Business Group
Lifecycle Services

No. of Positions
1

Requisition Number
94633BR

Job Category
Corporate

Position Type
Full Time

Relocation Eligible
No

Position Summary
Role Purpose: The DA&I Data Scientist is a multi-skilled engineer who helps to estimate work, accept stories into delivery increments and complete tasks to deliver the work. Develops advanced AI / ML models to support IoT Foundation infrastructure and Connected Enterprise projects.

Key Responsibilities:
Designs, codes and tests AI / ML and enterprise-wide applications
Supports cross-functional development activity in various IoT and Connected Enterprise related projects, for internal and external customers
Collaborates with Data Engineer to promote AI / ML to production release
Supports Data Analytics and IoT foundation architecture design with AI/ML models and interfaces
Assists in the support of a community of Citizen Data Scientists within our Business Units
Leverages containerization models and writes high-quality code compliant with regulations
Analyzes and improves the efficiency of various systems and services
Creates and executes required test scenarios/plans to ensure complete testing

Qualifications
Skills, Knowledge, Experience and Education
Bachelor’s degree in data analytics, software engineering, management information systems, or related field
Advanced degree in Data Science, AI/ML or related discipline required (optional or a “plus” if attained with undergraduate)
Strong understanding and experience in descriptive through prescriptive level analytics
Experience with Agile development methodologies
Experience with systems development lifecycle and system/process documentation
Experience with server-side architectures
Experience with ML Libraries, R, Python, Scala, or related programming languages
Experience implementing data science models in production
Familiarity with Edge and Container compute concepts
Ability to effectively manage multiple projects simultaneously
Excellent interpersonal, verbal and written communication skills
Agility to adapt quickly to new technologies and changing business requirements
Solid problem solving skills, attention to detail, and critical thinking abilities
Excellent understanding of business complexity and project interdependencies

Temperament
Ability to adapt to and assist colleagues to work through change and support change management processes
Strong team orientation and ability to collaborate with the business and IT organizations
Ability to retain and convey a positive attitude in challenging circumstances
Act courageously by sharing viewpoints openly and directly with others, providing relevant and timely information and feedback
Ability to influence and obtains results through others within Rockwell in a respectful way

IPC - Information Processing Capability
Ability to work on issues of moderate scope where analysis of situations or data requires a review of relevant factors
Exercise judgment within defined procedures and practices to determine appropriate action
Seek out and embrace relevant perspectives when assessing a situation or making a decision; demonstrate clear understanding of multiple viewpoints
Leverage business insights in proposing solutions and facilitating change
Ability to manage competing demands, accept criticism and constructive feedback, while being extremely adaptable and flexible
Strong analytical skills; ability to distill information from disparate data sources and the capability to tell the “story” behind it, as well as recommendations for next steps

Accepts Role Requirements
Unwavering commitment to, and the ability to model the standards of behavior set out in our Code of Conduct
Enthusiasm for relationship building and partnership across the organization at all levels
Values working in a team-oriented culture and building consensus with stakeholders before making key decisions
Actively pursues personal continuous learning, development of skills

Country(s)
India

Company Overview
Rockwell Automation, Inc. (NYSE: ROK), is a global leader in industrial automation and digital transformation. We connect the imaginations of people with the potential of technology to expand what is humanly possible, making the world more productive and more sustainable. Headquartered in Milwaukee, Wisconsin, Rockwell Automation employs approximately 23,000 problem solvers dedicated to our customers in more than 100 countries. To learn more about how we are bringing The Connected Enterprise to life across industrial enterprises, visit www.rockwellautomation.com.

Work State/City
Pune",3.8,"Rockwell Automation
3.8",Pune,-1,10000+ Employees,1903,Company - Public,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
Data Scientist II,₹363K-₹664K (Glassdoor est.),"What's the role?


• You will help design and build the next iteration of process automation in HERE Core Map processes employing machine learning.• You will maintain up-to-date knowledge of research activities in the general fields of machine learning, specifically for map feature inference.• Utilize computer vision and stochastic algorithms to solve and implement complex attribute engineering problems for Machine learning and deep learning based mobile frameworks and products.• Participate in both algorithm and software developments as a part of a scrum team, and contribute artifacts (software, white-paper, datasets) for project reviews and demos.• Collaborate with internal and external team members (researchers and engineers) on expertly implementing the new features to the products or enhancing the existing features. With end-to-tend aspects like developing, testing, and deploying.

Who are you?


Who are you?You are determined and have the following to be successful in the role:• Engineering or MS or PhD in a discipline such as Statistics, Applied Mathematics, Computer Science, or Econometrics with an emphasis or thesis work on one or more of the following: deep learning, computer vision, machine learning, and optimization.• Overall experience of 5 years with minimum of 2 years related, professional experience.• Proficient with atleast one of the deep learning frameworks like Tensorflow, Keras and Pytorch.• Proficiency with atleast one of the edge deep learning inference engines like TFLite, CoreML, TensorRT• Programming experience with C++, shell script, Python, etc.Preferred Skills:• Development experience on running ML model on atleast one edge devices like NVIDIA Jetson, Coral etc and experience on Docker

What do we offer?

We will support you in delivering your day to day tasks and achieving your personal goals and develop your skills. Personal development is highly encouraged at HERE. You can take different courses and trainings at our online University and join cross-functional team projects within our Talent Platform. Our office is located with easy access by public transportation options and offers great canteen facilities with extra attention to healthy food.

HERE is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, age, gender identity, sexual orientation, marital status, parental status, religion, sex, national origin, disability, veteran status, and other legally protected characteristics.

Make HERE your destination, we are just getting started! Apply now!

Who are we?


HERE Technologies is a location data and technology platform company. We empower our customers to achieve better outcomes – from helping a city manage its infrastructure or a business optimize its assets to guiding drivers to their destination safely.

At HERE we take it upon ourselves to be the change we wish to see. We create solutions that fuel innovation, provide opportunity and foster inclusion to improve people’s lives. If you are inspired by an open world and driven to create positive change, join us. Learn more about us. Watch Video",3.8,"HERE Technologies
3.8",Mumbai,-1,5001 to 10000 Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹363K-₹664K (Glassdoor est.),"Job description
Responsibilities for Data Scientist
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications for Data Scientist
Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.",3.6,"Diverse Lynx India
3.6",Bangalore,-1,501 to 1000 Employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Data Analyst,₹363K-₹664K (Glassdoor est.),"Site Name: India - Karnataka - Bengaluru
Posted Date: Jul 23 2020

GSK is one of the worlds foremost pharmaceutical and healthcare companies and we are proud to be leading a healthcare revolution.

GSK Consumer Healthcare is seeking to make a Step Change in Digital, Data & Analytics and is establishing a new-from-the-ground-up Analytics Platform and Products purpose built to help execute on that vision. As a result, we are looking for a Data Analyst to join our Data & Analytics team.

By disrupting our approaches to R&D and commercial business processes, D&A is allowing us to integrate, simplify and unlock all our data to drive innovation, decision making and enable our transformation in servicing our patients, healthcare professionals and consumers.

The ideal candidate would be highly experienced in conducting data analysis on multiple projects simultaneously in a distributed global matrix environment. The Data Analyst will join a strong technical team in a technically demanding area of Tech and so the ideal candidate should possess a strong background in technology and be familiar with Agile and DevOps processes.

This role will provide YOU the opportunity to lead key activities to progress YOUR career. These responsibilities include some of the following.
Develop high-level requirements / use cases for projects to support business justification
Be face of Product Owner and translate the requirements in form of data mapping, logical data model for engineering team
Work closely with the Data Architect to turn conceptual data models into logical and physical models using best practices to ensure high data quality and reduced redundancy
Implement and document data architectures and data models consistent with business and technical requirements
Optimize and update logical and physical data models to support new and existing projects
Develop test scenarios and test cases in collaboration with data test engineer along with acceptance criteria
Identify and drive opportunities to reuse data models in new environments
Effectively communicates with both technical and non-technical staff, stakeholders, end-users, and vendors
Understand the needs and challenges of the commercial business environment.
Manages communications with engineering team members, internal and external partners, stakeholders, program staff and users
Provide leadership & best practice guidance for requirements analysis and prioritization.
Elicit business requirements from key stakeholders by using interviews, document analysis, requirements workshops, competitive product analysis, task and workflow analysis
Monitor and document post-implementation problems and revision requests to ensure it meets end user needs
Understand when to highlight risks or issues and ability to clearly communicate them to management teams and stakeholders.
In this role you will interface significantly with senior colleagues across the company in the Commercial Business & in the digital business including product development and new product introduction. This is an excellent time to be joining a highly successful market leader in the healthcare industry and drive significant technology change across the organization.
We are looking for professionals with these skills to achieve our goals. If you have them, we would like to speak to you.
Bachelors degree; MBA or relevant technical degree preferred. Ideal candidate would have built an impressive hands-on career to date in an advanced, recognized and innovative environment.
Extensive experience as a Business And/or Data Analyst in Data focused products and proven history working on and delivering complex projects in an Analytics environment space.
Deep expertise in producing conceptual, logical and physical data models, and using industry standards artefacts (e.g. ER diagrams) to visualize data models
An understanding of relational databases, including their structure and design
Advanced knowledge of database languages (SQL and variants) including pivoting data, hierarchical queries and query optimization/performance tuning
Experience of tools like JIRA, Azure DevOps and experience working in agile environment
Prior experience with working with Commercial and/or Supply chain data is a must.
Knowledge of Analytics & self-service BI approaches and predictive analytics solutions is a strong advantage.
Excellent oral and written communication skills with ability to align stakeholders from business and IT with competing priorities
A strong background in technology, analysis and critical evaluation of information gathered from multiple sources
Experience writing epics, features, stories including creating workflow/process flow diagrams
Very high level of interpersonal skills to work effectively with others, motivate team members, and elicit work output in a team environment
Proven experience in successfully working in a team setting and ability to reconcile conflicts
Strong problem-solving skills and willingness to roll up ones sleeves to get the job done
Have a highly innovative mind-set and experience with analytics in a healthcare or CPG company is a plus.
Why GSK?


Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance and trust, the successful candidate will demonstrate the following capabilities.

GSKIndia_DA

*LI-GSK

Our goal is to be one of the worlds most innovative, best performing and trusted healthcare companies. We believe that we all bring something unique to GSK and when we combine our knowledge, experiences and styles together, the impact is incredible. Come join our adventure at GSK where you will be inspired to do your best work for our patients and consumers. A place where you can be you, feel good and keep growing.

Important notice to Employment businesses/ Agencies

GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

It has come to our attention that the names of GlaxoSmithKline or GSK or our group companies are being used in connection with bogus job advertisements or through unsolicited emails asking candidates to make some payments for recruitment opportunities and interview. Please be advised that such advertisements and emails are not connected with the GlaxoSmithKline group in any way.

GlaxoSmithKline does not charge any fee whatsoever for recruitment process. Please do not make payments to any individuals / entities in connection with recruitment with any GlaxoSmithKilne (or GSK) group company at any worldwide location. Even if they claim that the money is refundable.

If you come across unsolicited email from email addresses not ending in gsk.com or job advertisements which state that you should contact an email address that does not end in gsk.com, you should disregard the same and inform us by emailing askus@gsk.com, so that we can confirm to you if the job is genuine.",4.0,"GlaxoSmithKline
4.0",Bangalore,-1,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Scientist,₹363K-₹664K (Glassdoor est.),"Educational qualifications
B Tech/ BE, M.Sc.(Maths) or M Tech/ MS or equivalent in Mechanical/Metallurgical/ Electrical/ Electronics/ Computer Science/Instrumentation/Industrial Engineering/Operations Research or in any other relevant discipline.

Relevant experience (Type/ Nature and years of relevant experience required to execute the role)
Min. 2-4 years of experience

Locations: Jamshedpur / Kalinga nagar / Kolkata/ Mumbai

Experience related to advanced analytics
Machine learning, Deep learning, Fuzzy logic, data visualisation, statistics, Derived data analysis etc.
Programming and process trouble-shooting experience will be preferred.
Exposure to mathematical modelling will be preferred.
Understanding of statistics and statistical modelling will be required.
Good process knowledge related to supply chain, iron and steel manufacturing, marketing or mining/mineral processing is preferable.
Programming skills using a high level language (preferably in .net environment) will be necessary.
Knowledge on data acquisition, analytics, statistics and other mathematical modelling tools will be useful.
Sound concepts on Big data analytics will be helpful.

Technical Competencies
Statistics, Data analytics, Artificial intelligence, programming, system engineering and flow design, Logic building, Scenario analysis.
Coding in R/ Python language is Compulsory.

Behavioral Competencies
Learning inclination, Collaboration, Achievement orientation, change orientation",-1,Imurgence,Jamshedpur,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Analyst - Advanced Analytics,₹363K-₹664K (Glassdoor est.),"Analyst:


Engineers with 0-3 years of experience from IITs, NITs, BITS, PSG College of Technology, VIT, CBIT, ICFAI and similar good schools.

Responsibilities:

Understanding and synthesize the client requirements and information
Decide approach while thinking through possible deadlocks in advance
Get actionable insights from data with analytical tools like Project R, SQL, R, Python etc. which can be used in real time in all decision making
Create new statistical models/ improve existing models
Qualifications:
Proficiency in SQL, R, Python, Advance Excel and VBA or other analysis/ programming language. (Intermediate level)
Expertise and strong experience in data gathering and analysis
Good analytical and communication skills
Candidates with strong business knowledge
Hands on expertise in Data modelling, Data migration & Data consolidation tools through working on online analytical projects / internships / Job.


Important:


Please write good cover letter as we give high importance to the same while evaluating a candidate. We recommend you to spend sufficient time and effort in writing a good cover letter. Applications without a cover letter will be ignored by the Talent Acquisition Team.


Please create your Cover Letter around the following points:
Reason to join Perceptive Analytics
Mention the snapshot of Data Analytics Project pursued during the Academics or Internship/Job, if any
Information on skills acquired and technical know-how
Achievements, if any

Note: Please ensure that you write about the following statement in your cover letter, in a separate paragraph. This will help us to gauge your understanding about the position and your overall thought process for this role. Overlooking this will lead to rejection of your resume.


“In god we trust. Everyone else must bring data.”



About Perceptive Analytics


Perceptive Analytics is a Data Analytics company, offering specialized services in Data Analytics, Web Marketing Analytics, and Spreadsheet solutions. We serve large to medium sized companies USA and India.


We have the reputation of being known as a trusted partner/advisor with a penchant to deliver compelling value. Perceptive Analytics provides solutions to problems in industries across multiple sectors such as Banking, Finance services and Insurance and e-commerce.


Perceptive is known for its employee friendly approach. You will have continuous training, sports facilities, medical insurance, access to world class journals and above all, a fun environment to work in. Bright candidates will also be eligible for stock options.


Every employee here is an owner of his/her project. Direct connect with the clients gives a complete freedom to an employee to handle their projects. Different industry projects lead to exposure to an employee. There is no space for monotony - every day is a new challenge.",4.0,"Perceptive Analytics
4.0",Hyderābād,-1,1 to 50 Employees,2013,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist,₹363K-₹664K (Glassdoor est.),"Netomi is a Y-Combinator and VC-backed Artificial Intelligence company that sits at the intersection of two rapidly developing fields: AI and customer service. Our clients include Fortune 1,000 companies. Our artificial intelligence platform gives customer service teams the ability to activate, manage & train their AI to deliver an experience that delights consumers and turns customer service into a competitive advantage.

We care about building a company that not only has the best technology and product on the market but also provides superior service to our customers.

Want to have a direct impact in solving the top challenges businesses face today? Join us!

Job Description:

Do you believe in the missions Intelligence agencies? Are you interested in solving complex programmatic and technical issues?

If you are interested in working on some of the most challenging technical and programmatic issues , we are interested in talking to you about Netomi work and career opportunities.

As a Data Scientist at Netomi, you will drive NLP and machine learning projects and be responsible for developing methodology and solutions to support technical, analytical and operational requirements.
Job Responsibilities
Apply knowledge in one or more of the following areas to achieve goals and deliver results:
NLP and Machine learning
Computer programming (programming languages, computer science, scientific computing)
Computer analytics architecture (e.g. distributed computing and modern databases)
Works collaboratively in a multi-disciplinary team environment; establishes and maintains professional networks with subject matter experts.
Work as a direct contributor and key technical advisors to define the roadmap of project
Requirements
Bachelors/Masters or higher degree in Computer Science or related technical field
1-2 years of work experience related to classifications, clustering , Knowledge representation , Information Extraction and Reasoning.
Self-motivated and driven to satisfy intellectual curiosity through the pursuit of learning and development of new skills.
Experience working with a wide variety of statistical models such as linear/logistic regression, clustering, support vector machines (SVM) neural networks, Random Forest, CRF, Bayesian models, supervised/unsupervised learning, etc. The ideal candidate will have a wide coverage of the different methods/models, and an in depth knowledge of some.
Knowledge of Natural Language Processing (NLP) techniques (POS Tagging, NER, Semantic Role Labelling etc.) and good working experience with at least one of the frameworks (e.g. Stanford NLP, Apache Open NLP, Mallet,Ling pipe, NLTK).
Deep knowledge and experience in both key areas Information Extraction (from structured and unstructured data and represent that knowledge) Knowledge Information Retrieval.
It would be good to have if candidate has knowledge of Deep Learning(ANN,CNN,RBM) and has NLP Deep Learning experience related to Word2Vec, Thought Vectors.",4.9,"Netomi
4.9",Gurgaon,-1,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹363K-₹664K (Glassdoor est.),"Job Details
Requirement Type
Permanent

Job Title
Opening for Data scientist

Job Level
Executive - Non-Managerial

Job Description
Data scientist

No. of Openings
10

Job Domain
IT

Experience - Minimum No.Of Years
2.0

Experience - Maximum No.Of Years
6.0

Degree
Any

Specialisation

Skills
Data scientist

Expected Date Of Joining
2020-11-26

Joining Time
20 Days

Salary
40000

Work Locations
Kochi

Required Skills
Data scientist",3.0,"Six Sigma
3.0",Cochin,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Analyst/Senior Analyst - Data Science,₹570K-₹905K (Glassdoor est.),"Job
Description

Possesses strong analytical/logical thinking and communication skills
Collaborate with the data warehousing team, ensuring that data infrastructure supports the needs of our analytics team and validating data quality
Coordinate with business planners and decision makers to translate business questions into verifiable hypothesis and data models
Develop clear, concise, actionable models and recommendations from mountains of data
Advocate for exploration of interesting data anomalies or patterns that may provide more explanatory detail about customer behaviours or predictive value to the business
Partner closely with business and technical teams to understand their project objectives and provide data-driven solutions and recommendations
Design and develop data preparation components and processes that extract and transform data across disparate databases for reporting and analytics, ensuring integrity of analysis data by developing the requirement specifications and assisting the development and testing of data tables
Ensures solutions are scalable, repeatable, efficient and effective
Work hands-on on various analytics problems and provide thought leadership on problems that we are working on
Interact with onsite team as well as client on daily/weekly basis to gather requirements/provide updates
Be involved in the development of the company through pre-sales/operational support
Qualifications:
2-4 years of experience in applying advanced algorithms on complex and large data sets and in data insights
Highly proficient in applying Machine Learning and Deep Learning techniques on R / Python
Exposure to Power BI and Azure Databricks is an advantage
Proven ability to dig-in and understand the data and to leverage creative thinking and problem solving skills in solving open ended business problems
Fair understanding of data infrastructure, data warehouse, or data engineering
Coordinate with business planners and decision makers to translate business questions into verifiable data models and hypothesis
Work with engineers to operationalize and monitor statistical / machine learning models
Strong Story Boarding skills on MS Excel & PowerPoint
Bachelor’s in Engineering or Masters in Statistics/Economics

Skills Required

Python, ML, NLP, R, SQL

Role

Possesses strong analytical/logical thinking and communication skills
Collaborate with the data warehousing team, ensuring that data infrastructure supports the needs of our analytics team and validating data quality
Coordinate with business planners and decision makers to translate business questions into verifiable hypothesis and data models
Develop clear, concise, actionable models and recommendations from mountains of data
Advocate for exploration of interesting data anomalies or patterns that may provide more explanatory detail about customer behaviours or predictive value to the business
Partner closely with business and technical teams to understand their project objectives and provide data-driven solutions and recommendations
Design and develop data preparation components and processes that extract and transform data across disparate databases for reporting and analytics, ensuring integrity of analysis data by developing the requirement specifications and assisting the development and testing of data tables
Ensures solutions are scalable, repeatable, efficient and effective
Work hands-on on various analytics problems and provide thought leadership on problems that we are working on
Interact with onsite team as well as client on daily/weekly basis to gather requirements/provide updates
Be involved in the development of the company through pre-sales/operational support

Location

Bangalore, Karnataka, India

Education/Qualification

Bachelor’s in Engineering or Masters in Statistics/Economics

Years Of Experience

2 to 5 Years

Designation

Senior Data Scientist

Apply",3.7,"Tredence
3.7",Bangalore,-1,501 to 1000 Employees,2013,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Research Scientist - IBM Research,₹570K-₹905K (Glassdoor est.),"Introduction
IBM Research Scientists are charting the future of Artificial Intelligence, creating breakthroughs in quantum computing, discovering how blockchain will reshape the enterprise, and much more. Join a team that is dedicated to applying science to some of today's most complex challenges, whether its discovering a new way for doctors to help patients, teaming with environmentalists to clean up our waterways or enabling retailers to personalize customer service.

Your Role and Responsibilities
We are looking for outstanding Researchers who want to work on real-world problems leading to solutions that make a direct and measurable business impact. Researcher candidates should have a Ph.D. in Computer Science or other streams relevant to below project areas, and an exceptional track record demonstrated by publications, patents, or technical impact. IRL is a perfect blend of pure & applied research.
Our current research covers several projects in the areas of:
Blockchain
Education
Fashion
Agriculture
Financial Services
Data Security and Compliance
Industrial and Manufacturing
Dialog and Conversational Systems
Cognitive IoT Platforms and Solutions
Deep Learning Algorithms & Infrastructure
Knowledge Extraction Representation & Reasoning
Natural Language Text Understanding
Technical Support
As a Research Scientist, you will demonstrate the ability to define research plans and publish research results through professional journals, academic conferences, and patents.You will be expected to organize challenging problems, develop new solutions, and work with business & development teams to ensure these solutions have a significant impact.

Required Technical and Professional Expertise
Ph.D in Computer Science OR Electrical Engineering OR Other relevant streams
Proven track record demonstrated by publications in top-tier conferences and journals, patents, or technical impact.
Preferred Technical and Professional Expertise
You should be proficient in one or more of the following areas:
Experience in Machine Learning, Deep Learning, Data and Text Mining, Natural Language Processing, Information Retrieval, Information Extraction, Internet-of-Things (IoT), Blockchain, cognitive interaction technologies.
Understanding of algorithms and data structures
Experience in using C/C++/Java, Distributed systems and applications, Cloud computing, Security
Agile software development across technologies and languages. Experience with design/development/documentation/version control tools.
Ability to work with a diverse team with a broad spectrum of skill.
About Business Unit
With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few.

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",4.0,"IBM
4.0",Bangalore,-1,10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
Data Scientist,₹570K-₹905K (Glassdoor est.),"Data Scientist
Large Banking MNC
5 - 10 years
Bangalore
QUALIFICATION
Bachelor’s or Masters Technology Degree in Computer science or Equivalent
Job Description
The senior data scientist will get the opportunity to work in an agile software development enviornment addressing machine learning and optimization analytics problems. The senior data scientist will be part of cross diciplinary data science team working on software development projects, typically involving large, complex data sets. They will work with technical team in development and deployment and application of predictive analytics.
Key Skills Required
Demonstrated skill of data cleansing, data qualityy assesment. Use the descriptive statistics, feature extraction and predictive analytics on real datasets. Skills at data visualization and storytelling for an audience of stakeholders. Experience in working with Hadoop and spark will be added advantages.",4.3,"TALCHEMIST
4.3",Bangalore,-1,1 to 50 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹570K-₹905K (Glassdoor est.),"Apply
share this job
Email Job
Save Job
Chance to be part of world's leading transportation and logistics company
Chance to be part of a diverse and fast paced team
About Our Client
Chance to be part of one of the world's largest transportation and logistics organisation.
Job Description
Work cross-functionally with teams to analyze usage and uncovering key, actionable insights about customer behavior. Identify opportunities where scientific techniques can be applied to solve business problems
Run statistical analysis and create predictive models based on past user data and behavior. Build and improve machine learning models used in production and manage existing models
Designing and measuring controlled experiments to determine the potential impact of new approaches. Help with various data analysis and modeling projects
Understanding and reporting current trends and performances in detail and identifying opportunities
Place actionable data points and trends in context for leadership to understand actual performance and uncover opportunities. Take ownership of the end-to-end system from Problem statement to Solution Delivery and leverage other teams if required
The Successful Applicant
Proven ability to use modeling, optimization, machine learning or text classification algorithms
Possess a background in database design, ETL processes (SSIS) and SQL analysis (SSAS) to assist the Analytics team in formalizing their internal data flows and related reporting processes
Technology Prowess in R/Python/SAS/SQL/ R Shiny and other self-service tools (KNIME/ DataIku etc). Experience in AI/ Machine Learning, real time analytics and Big data platforms
- Cloud Platforms - AWS, Google or Azure
What's on Offer
Chance to work on leading problems using the newest technology available in a fast and stable environment",3.6,"Michael Page
3.6",Mumbai,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
